TransactionID,AccountID,TransactionAmount,TransactionDate,TransactionType,Location,DeviceID,IP Address,MerchantID,Channel,CustomerAge,CustomerOccupation,TransactionDuration,LoginAttempts,AccountBalance,PreviousTransactionDate,TransactionDateOnly,hour,day_of_week,day_name,month,day,is_weekend,TimeBetweenTransactions,TransactionFrequency,is_first_transaction_of_day,Lat,Lon,has_multiple_daily_locations,max_location_distance_km,StateName,StateCode,amount_log,amount_squared,amount_sqrt,customer_tx_count,customer_avg_amount,customer_std_amount,customer_min_amount,customer_max_amount,customer_median_amount,amount_deviation_from_mean,amount_ratio_to_max,is_max_transaction,merchant_tx_count,merchant_avg_amount,merchant_std_amount,is_rare_merchant,customer_merchant_count,is_first_time_merchant,time_since_last_tx,is_rapid_transaction,amount_x_hour,fraud_score,fraud_prediction,model_votes,iso_forest_flag,lof_flag,ocsvm_flag
TX000001,AC00128,14.09,2023-04-11 16:29:14,Debit,San Diego,D000380,162.198.218.92,M015,ATM,70,Doctor,81,1,5112.21,2024-11-04 08:08:08,2023-04-11,16,1,Tuesday,4,11,0,572.65,0.05238802060595477,True,32.7174202,-117.162772,False,0.0,California,CA,2.7140322727797574,198.5281,3.753664875824692,7,460.6985714285715,487.96955487094925,14.09,1397.59,425.91,-0.9152385964559718,0.010081640531141722,0,32,298.0234375,306.8713045646689,0,1,1,,0,225.44,0.14032067960748387,0,0,0,0,0
TX000002,AC00455,376.24,2023-06-27 16:44:19,Debit,Houston,D000051,13.149.61.4,M052,ATM,68,Doctor,141,1,13758.91,2024-11-04 08:09:35,2023-06-27,16,1,Tuesday,6,27,0,495.64,0.060527802437252844,True,29.7589382,-95.3676974,False,0.0,Texas,TX,5.932881589675684,141556.5376,19.39690696992693,7,304.6228571428572,240.29788053679576,101.23,787.41,199.84,0.29803484907617217,0.4778196867225211,0,27,295.00925925925924,229.18932074942768,0,1,1,,0,6019.84,0.08719457820791697,0,0,0,0,0
TX000003,AC00019,126.29,2023-07-10 18:16:08,Debit,Mesa,D000235,215.97.143.157,M009,Online,19,Student,56,1,1122.35,2024-11-04 08:07:04,2023-07-10,18,0,Monday,7,10,0,482.58,0.06216585851050603,True,33.4151005,-111.831455,False,0.0,Arizona,AZ,4.846467947882343,15949.164100000002,11.237882362794158,4,237.0475,197.6933481219504,41.13,489.31,208.875,-0.5602489941716624,0.2580981376671269,0,30,350.868,346.13389542398085,0,1,1,,0,2273.2200000000003,0.13314709824956272,0,0,0,0,0
TX000004,AC00070,184.5,2023-05-05 16:32:11,Debit,Raleigh,D000187,200.13.225.150,M002,Online,26,Student,25,1,8569.06,2024-11-04 08:09:06,2023-05-05,16,4,Friday,5,5,0,548.65,0.054679668276679125,True,35.7803977,-78.6390989,False,0.0,North Carolina,NC,5.22305488204749,34040.25,13.583077707206124,7,255.98428571428573,291.1724185001699,31.19,890.24,156.58,-0.24550500297039302,0.20724748359178707,0,30,286.09866666666665,243.41075564501696,0,1,1,,0,2952.0,0.10644063251193485,0,0,0,0,0
TX000005,AC00411,13.45,2023-10-16 17:51:24,Credit,Atlanta,D000308,65.164.3.100,M091,Online,26,Student,198,1,7429.4,2024-11-04 08:06:39,2023-10-16,17,0,Monday,10,16,0,384.59,0.07800514833979043,True,33.7544657,-84.3898151,False,0.0,Georgia,GA,2.670694414558441,180.90249999999997,3.6674241641784495,6,280.7966666666667,310.7290326742364,11.86,826.23,235.485,-0.860385215714824,0.0162787601318292,0,31,287.6629032258064,322.9443541767276,0,1,1,,0,228.64999999999998,0.05591402220408937,0,0,0,0,0
TX000006,AC00393,92.15,2023-04-03 17:15:01,Debit,Oklahoma City,D000579,117.67.192.211,M054,ATM,18,Student,172,1,781.68,2024-11-04 08:06:36,2023-04-03,17,0,Monday,4,3,0,580.62,0.05166890565257828,True,35.4729886,-97.5170536,False,0.0,Oklahoma,OK,4.5342110970475975,8491.622500000001,9.599479152537391,8,209.20624999999998,138.79748391477213,28.38,392.05,156.64,-0.8433600224952041,0.23504654958539334,0,26,340.9438461538462,342.6395677451969,0,1,1,,0,1566.5500000000002,0.11884764291991697,0,0,0,0,0
TX000007,AC00199,7.08,2023-02-15 16:36:48,Credit,Seattle,D000241,140.212.253.222,M019,ATM,37,Doctor,139,1,13316.71,2024-11-04 08:10:09,2023-02-15,16,2,Wednesday,2,15,0,627.65,0.047797339281446666,True,47.6038321,-122.330062,False,0.0,Washington,WA,2.089391872533004,50.126400000000004,2.6608269391300143,1,7.08,,7.08,7.08,7.08,,0.9999998587570821,1,28,218.18464285714285,173.56117266089007,0,1,1,,0,113.28,0.3587830494929987,1,2,0,1,1
TX000008,AC00069,171.42,2023-05-08 17:47:59,Credit,Indianapolis,D000500,92.214.76.157,M020,Branch,67,Retired,291,1,2796.24,2024-11-04 08:10:55,2023-05-08,17,0,Monday,5,8,0,545.6,0.05498533724340176,True,39.7683331,-86.1583502,False,0.0,Indiana,IN,5.1499333607817785,29384.816399999996,13.0927460832325,7,231.08285714285714,195.24954969766986,8.81,603.54,171.42,-0.3055723146592069,0.2840242564137849,0,22,363.50636363636363,375.2572442058971,0,1,1,,0,2914.14,0.15373446120607104,0,0,0,0,0
TX000009,AC00135,106.23,2023-03-21 16:59:46,Credit,Detroit,D000690,24.148.92.177,M035,Branch,51,Engineer,86,1,9095.14,2024-11-04 08:11:14,2023-03-21,16,1,Tuesday,3,21,0,593.63,0.05053652948806495,True,42.3315509,-83.0466403,False,0.0,Michigan,MI,4.674976060232054,11284.8129,10.306793875885944,2,72.945,47.07209842358847,39.66,106.23,72.945,0.7071067661647665,0.9999999905864635,1,21,310.6823809523809,259.088751625862,0,1,1,,0,1699.68,0.21854764005653018,0,0,0,0,0
TX000010,AC00385,815.96,2023-03-31 16:06:57,Debit,Nashville,D000199,32.169.88.41,M007,ATM,55,Doctor,120,1,1021.88,2024-11-04 08:06:32,2023-03-31,16,4,Friday,3,31,0,583.67,0.05139890691657958,True,36.1622767,-86.7742984,False,0.0,Tennessee,TN,6.705590134053119,665790.7216,28.56501356554903,7,591.6,490.3820127546822,136.88,1431.54,328.34,0.45752085865090075,0.5699875654400244,0,29,323.22620689655173,250.1313107494569,0,1,1,,0,13055.36,0.18520672076368486,0,0,0,0,0
